Agreement Number,Disbursement Date,Loan Amount,Number of Ornaments,Gross Auction Weight of Ornaments(gm),Auction Date,Auction Place,Branch Address
P38EGOL8605407,27-Jul-23,25499,1,7.2,18-Oct-24,ALMORA,
P38EGOL8647153,31-Jul-23,10486,1,3.005,18-Oct-24,ALMORA,
P38EGOL8641386,31-Jul-23,21399,1,5.539,18-Oct-24,ALMORA,
P38EGOL8684260,04-Aug-23,270364,4,107.408,18-Oct-24,ALMORA,
P38EGOL8708087,07-Aug-23,176896,4,52.733,18-Oct-24,ALMORA,
P38EGOL8711518,07-Aug-23,46999,1,12.201,18-Oct-24,ALMORA,
P38EGOL8765214,11-Aug-23,193917,2,81.545,18-Oct-24,ALMORA,
P38EGOL8764716,11-Aug-23,550887,9,144.976,18-Oct-24,ALMORA,
P38EGOL8774815,12-Aug-23,89742,1,42.02,18-Oct-24,ALMORA,
P38EGOL8791335,14-Aug-23,125705,2,35.437,18-Oct-24,ALMORA,
P480GOL8613644,28-Jul-23,300613,6,90,18-Oct-24,Alwar - Palawat Market,"Ground Floor, Opp. Palawat Market, Main Station Road, Alwar - 301001"
PGC2SGL8627765,29-Jul-23,158390,1,39.58,14-Oct-24,Amalapuram - Main Road,GROUND FLOOR 3 2 40 KAGRAHARAM NEAR CLOCK TOWER AMALAPURAM 533201
P07IGOL8526127,20-Jul-23,48383,2,13.84,11-Oct-24,Amaravati - Paratwada Road,"AMARAVATI GL SHOP NO-2, MURARI COMPLEX SHEGAON NAKA SQ, PARATWADA RD AMRAVATI, MAHARASHTRA-444603"
P07IGOL8728850,08-Aug-23,19107,1,5.11,11-Oct-24,Amaravati - Paratwada Road,
P07IGOL8833513,18-Aug-23,23199,1,5.83,11-Oct-24,Amaravati - Paratwada Road,
PEH8GOL8714356,07-Aug-23,260812,6,78.9,11-Oct-24,Amravati - Bus stand Road,"RANKA MALL, SECOND FLOOR JAISTAMB CHOWK OLD COTTON MARKET ROAD NEAR BALAJI MANDIR AMRAVATI - 444601 MH"
PEH8GOL8792972,14-Aug-23,139567,1,34.82,11-Oct-24,Amravati - Bus stand Road,
PEH8GOL8840738,18-Aug-23,47199,1,12.8,11-Oct-24,Amravati - Bus stand Road,
PEH8GOL8842351,18-Aug-23,220764,4,62.35,11-Oct-24,Amravati - Bus stand Road,
P4A9GOL8611934,28-Jul-23,84993,1,21.1,18-Oct-24,Amreli - Station Road,GROUND FLOOR 7 TO 10 PARAM HEIGHTS NEXT TO RAMESHCHANDRA AND CO PETROL PUMP INFRONT OF NEW BUS STAND AMRELI 365601
P4A9GOL8793826,14-Aug-23,84301,2,20.95,18-Oct-24,Amreli - Station Road,
P4A9GOL8837328,18-Aug-23,145374,2,36.5,18-Oct-24,Amreli - Station Road,
PF89GOL8655924,01-Aug-23,97316,2,24.81,14-Oct-24,Amritsar - Chehharta Road,"GROUND FLOOR STAND ALONE BUILDING, MAIN ROAD NEW MODEL TOWN OPPOSITE MAY FAIR APPARTMENT MAIN ROAD KHANDWALA CHOWK AMRITSAR STAND ALONE BUILDING, MAIN ROAD NEW MODEL TOWN OPPOSITE MAY FAIR APPARTMENT MAIN ROAD KHANDWALA CHOWK AMRITSAR, PUNJAB -"
PF89GOL8734722,09-Aug-23,15299,1,5.26,14-Oct-24,Amritsar - Chehharta Road,
PBV8SGL8532586,20-Jul-23,170404,4,42.93,14-Oct-24,Anakapalle - Bhargavi Plaza,
PBV8SGL8551528,22-Jul-23,17099,1,4.39,14-Oct-24,Anakapalle - Bhargavi Plaza,
PBV8SGL8572076,24-Jul-23,200710,2,53.74,14-Oct-24,Anakapalle - Bhargavi Plaza,
PBV8SGL8579655,25-Jul-23,94543,1,23.44,14-Oct-24,Anakapalle - Bhargavi Plaza,
PBV8SGL8658277,01-Aug-23,91309,1,22.68,14-Oct-24,Anakapalle - Bhargavi Plaza,
PBV8SGL8671369,03-Aug-23,10599,1,2.81,14-Oct-24,Anakapalle - Bhargavi Plaza,
PBV8SGL8808183,16-Aug-23,29099,2,7.58,14-Oct-24,Anakapalle - Bhargavi Plaza,
P431GOL8525640,20-Jul-23,23799,1,6,16-Oct-24,Anand - A V Road,"Shilp Building 1st Floor, above canara bank , Near Bhaikaka Statue A.V.Road , Anand , 388001"
P431GOL8617957,28-Jul-23,142243,2,35.42,16-Oct-24,Anand - A V Road,
P431GOL8624495,29-Jul-23,13299,1,3.54,16-Oct-24,Anand - A V Road,
P431GOL8825061,17-Aug-23,86603,2,21.65,16-Oct-24,Anand - A V Road,
P567SGL8091069,10-Jun-23,86904,1,21,11-Oct-24,Anantpur - Subhash Road,"Pallavi Towers, Suryanagar Circle, Subhash Road, Anantapur – 515001"
P567SGL8676853,03-Aug-23,75099,2,18.98,11-Oct-24,Anantpur - Subhash Road,
PW76SGL8639095,31-Jul-23,15799,1,4.01,14-Oct-24,ANDIPATTI,POST OFFICE COMPOUND CHETTIYAR PETTAI ANDIPATTI 625512
PW76SGL8693620,05-Aug-23,14999,1,3.8,14-Oct-24,ANDIPATTI,
PW76SGL8823641,17-Aug-23,194233,3,48.2,14-Oct-24,ANDIPATTI,
P75QGOL8616248,28-Jul-23,7000,1,2.89,15-Oct-24,Anjar - Varshamedi Naka,GROUND FLOORVARSHAMEDINEAR HOTEL MANAVANJAR GUJARAT 370110 MANAVANJAR GUJARAT 370110
P75QGOL8708398,07-Aug-23,311000,1,77.94,15-Oct-24,Anjar - Varshamedi Naka,
P75QGOL8823495,17-Aug-23,70099,1,19.91,15-Oct-24,Anjar - Varshamedi Naka,
PEP4GOL8580206,25-Jul-23,17528,1,5.06,14-Oct-24,Anupgarh - Station Road,"GROUND FLOOR, SHOP NO 105, OPPOSITE STATE BANK OF INDIA, STATION ROAD,ANUPGARH, RAJASTHAN -335701"
PEP4GOL8618104,28-Jul-23,10429,1,4.54,14-Oct-24,Anupgarh - Station Road,
PEP4GOL8642371,31-Jul-23,36229,1,9.66,14-Oct-24,Anupgarh - Station Road,
PEP4GOL8689624,04-Aug-23,38929,1,9.74,14-Oct-24,Anupgarh - Station Road,
PEP4GOL8700647,05-Aug-23,55559,2,58.94,14-Oct-24,Anupgarh - Station Road,
PEP4GOL8738325,09-Aug-23,11229,1,14.96,14-Oct-24,Anupgarh - Station Road,
PEP4GOL8765266,11-Aug-23,13429,1,3.55,14-Oct-24,Anupgarh - Station Road,
PEP4GOL8788013,14-Aug-23,51059,2,19.29,14-Oct-24,Anupgarh - Station Road,
PB56SGL8537929,21-Jul-23,6299,1,1.8,15-Oct-24,Armoor - Ambedkar Chowrasta,"1ST FLOOR 3-2-57 DHONDI COMPLEX, AMBEDKAR CHOWRASTA DHONDI COMPLEX, AMBEDKAR CHOWRASTA, ARMOOR DISTRICT NIZAMABAD TELANGANA 503224"
PB56SGL8653186,01-Aug-23,83299,4,23.01,15-Oct-24,Armoor - Ambedkar Chowrasta,
PB56SGL8654124,01-Aug-23,200239,1,49.99,15-Oct-24,Armoor - Ambedkar Chowrasta,
PB56SGL8751451,10-Aug-23,78299,1,22.7,15-Oct-24,Armoor - Ambedkar Chowrasta,
PB56SGL8763799,11-Aug-23,40199,1,10,15-Oct-24,Armoor - Ambedkar Chowrasta,
PB56SGL8764646,11-Aug-23,40199,1,10,15-Oct-24,Armoor - Ambedkar Chowrasta,
PB56SGL8825280,17-Aug-23,104124,1,27.03,15-Oct-24,Armoor - Ambedkar Chowrasta,
PB56SGL8837580,18-Aug-23,57799,1,14.64,15-Oct-24,Armoor - Ambedkar Chowrasta,
P20IGOL8532276,20-Jul-23,28506,3,8.9,18-Oct-24,Assandh - Karnal Road,"GROUND FLOOR NEAR AXIS BANK, KARNAL ROAD ASANDH-132039 KARNAL ROAD ASANDH-132039"
P20IGOL8571477,24-Jul-23,8299,1,3.02,18-Oct-24,Assandh - Karnal Road,
P20IGOL8674846,03-Aug-23,5899,1,1.91,18-Oct-24,Assandh - Karnal Road,
P20IGOL8789089,14-Aug-23,5099,1,1.65,18-Oct-24,Assandh - Karnal Road,
P20IGOL8790477,14-Aug-23,34299,2,9.32,18-Oct-24,Assandh - Karnal Road,
P20IGOL8821987,17-Aug-23,84301,4,23.64,18-Oct-24,Assandh - Karnal Road,
PCQ8SGL8533479,20-Jul-23,87104,3,21.8,11-Oct-24,Athagad - Birakishorepur,1ST FLOOR PLOT NO-324 OPPOSITE OF GUPTA DISTRIBUTOR BIRAKISHOREPUR ATHAGARH CUTTACK-754029
PCQ8SGL8554403,22-Jul-23,206217,7,52.1,11-Oct-24,Athagad - Birakishorepur,
PCQ8SGL8613286,28-Jul-23,10099,2,4.8,11-Oct-24,Athagad - Birakishorepur,
PCQ8SGL8658422,01-Aug-23,22278,2,5.8,11-Oct-24,Athagad - Birakishorepur,
PCQ8SGL8671611,03-Aug-23,114636,2,28.5,11-Oct-24,Athagad - Birakishorepur,
PCQ8SGL8778227,12-Aug-23,107128,1,26.6,11-Oct-24,Athagad - Birakishorepur,
PCQ8SGL8807270,16-Aug-23,21499,2,5.7,11-Oct-24,Athagad - Birakishorepur,
PCQ8SGL8809547,16-Aug-23,25999,1,6.5,11-Oct-24,Athagad - Birakishorepur,
PCQ8SGL8836508,18-Aug-23,50799,1,12.6,11-Oct-24,Athagad - Birakishorepur,
PDA1GOL8685971,04-Aug-23,58999,2,14.8,16-Oct-24,Aurangabad - Bajrang Chowk,"Plot no-48, Survey No.20, Maharana Pratap Co. op Housing society, CIDCO N-7,L-1, Bajrang Chowk Main Road, Aurangabad. 431003"
PDA1GOL8698659,05-Aug-23,40099,1,9.99,16-Oct-24,Aurangabad - Bajrang Chowk,
PCP7GOL8530604,20-Jul-23,55894,1,17.4,15-Oct-24,Aurangabad - Bansilal Nagar,SHOP NO3 4 UPPER GROUND FLOOR B WING RAJA BANSILAL MARKET RELWAY STATION ROAD BANSILALA NAGAR
P417GOL8619119,28-Jul-23,93858,4,27.1,15-Oct-24,Aurangabad - Bansilal Nagar,
PCP7GOL8674150,03-Aug-23,17699,2,4.73,15-Oct-24,Aurangabad - Bansilal Nagar,
PCP7GOL8796453,14-Aug-23,26199,2,6.69,15-Oct-24,Aurangabad - Bansilal Nagar,
PCP7GOL8836708,18-Aug-23,540363,5,142.09,15-Oct-24,Aurangabad - Bansilal Nagar,
PB50GOL8555722,22-Jul-23,176472,1,43.8,11-Oct-24,Aurangabad - Nirala Bazar,"GROUND FLOOR MOTIWALA COMPLEX, NIRALA BAZAR AURANGABAD MOTIWALA COMPLEX, NIRALA BAZAR AURANGABAD, DISTRICT AURANGABAD MAHARASHTRA - 431001"
PB50GOL8551395,22-Jul-23,11139,1,2.85,11-Oct-24,Aurangabad - Nirala Bazar,
PB50GOL8569614,24-Jul-23,14799,2,4.6,11-Oct-24,Aurangabad - Nirala Bazar,
PB50GOL8708145,07-Aug-23,7700,1,2,11-Oct-24,Aurangabad - Nirala Bazar,
P05VGOL8532879,20-Jul-23,129784,3,35.27,11-Oct-24,Babra - Rajkot Bhavnagar Highway,"FF 9 TO 13 OPP POLICE STATION, ON WAY OF SH-25 OPP POLICE STATION, ON WAY OF SH-25, BABRA-365421"
P05VGOL8583665,25-Jul-23,11750,1,3.59,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8581946,25-Jul-23,36416,1,9.39,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8585061,25-Jul-23,165518,1,42,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8581398,25-Jul-23,201930,1,57.36,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8582165,25-Jul-23,235737,2,61.91,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8583828,25-Jul-23,59140,1,15.1,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8684436,04-Aug-23,9160,1,3.13,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8699004,05-Aug-23,24099,1,6.11,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8724433,08-Aug-23,8299,1,2.25,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8726936,08-Aug-23,19119,1,5.12,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8737142,09-Aug-23,20299,1,6.16,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8740569,09-Aug-23,26199,1,6.86,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8787414,14-Aug-23,39999,1,13.93,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8789072,14-Aug-23,197981,1,50.78,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
P05VGOL8818879,17-Aug-23,63456,1,16.75,11-Oct-24,Babra - Rajkot Bhavnagar Highway,
PAZ1PFI5957575,14-Nov-22,5222,1,7.4,17-Oct-24,BADARDA,"GROUND FLOOR SHREE JI DARSHAN MAIN ROAD, BADARDA, RAJASTHAN- 313324"
PAZ1PFI7764060,12-May-23,269334,3,164.3,17-Oct-24,BADARDA,
PAZ1PFI7786688,15-May-23,80489,2,25,17-Oct-24,BADARDA,
PAZ1PFI7907477,24-May-23,34229,2,25,17-Oct-24,BADARDA,
PAZ1PFI8163031,16-Jun-23,214461,5,114.7,17-Oct-24,BADARDA,
PAZ1PFI8367384,06-Jul-23,80489,1,26.3,17-Oct-24,BADARDA,
PAZ1PFI8531017,20-Jul-23,30929,2,8,17-Oct-24,BADARDA,
PES9PRN8354793,05-Jul-23,10229,2,18.9,11-Oct-24,BADOO,"Marwar Traders, Ground Floor, Near Shiv Mandir, Bus Stand Road, Badu, 341501, Nagaur, Rajasthan"
PES9PRN8532248,20-Jul-23,18229,1,7.1,11-Oct-24,BADOO,
PES9PRN8754581,10-Aug-23,22506,1,5.8,11-Oct-24,BADOO,
PES9PRN8793099,14-Aug-23,205205,2,121.4,11-Oct-24,BADOO,
PES9PRN8808833,16-Aug-23,70759,1,70.8,11-Oct-24,BADOO,
PES9PRN8824893,17-Aug-23,10429,1,19.8,11-Oct-24,BADOO,
PGC8SGL8553448,22-Jul-23,45299,1,12.6,17-Oct-24,Bagalkot - Vidyagiri,"DANESHWARI COMPLEX,GROUND FLOOR, OPP ENGINEERING COLLEGE GATE,VIDYAGIRI, BAGALKOT-587103"
PGC8SGL8584739,25-Jul-23,16599,1,4.4,17-Oct-24,Bagalkot - Vidyagiri,
PGC8SGL8618593,28-Jul-23,9299,1,2.4,17-Oct-24,Bagalkot - Vidyagiri,
PGC8SGL8644701,31-Jul-23,14099,1,4.2,17-Oct-24,Bagalkot - Vidyagiri,
PGC8SGL8729871,08-Aug-23,27099,1,7,17-Oct-24,Bagalkot - Vidyagiri,
PGC8SGL8738898,09-Aug-23,13699,1,3.5,17-Oct-24,Bagalkot - Vidyagiri,
PGC8SGL8761995,11-Aug-23,23799,5,6.8,17-Oct-24,Bagalkot - Vidyagiri,
PES4PRN8500721,18-Jul-23,21229,1,6.65,15-Oct-24,BAGRI,"1St Floor, Above Sbi Bank,Near Post Office & Ramdevra Temple Bagri Nagar, Rajatshan - 306114"
PES4PRN8557335,22-Jul-23,21229,1,6.083,15-Oct-24,BAGRI,
PES4PRN8593115,26-Jul-23,10229,1,3.267,15-Oct-24,BAGRI,
PES4PRN8674158,03-Aug-23,140688,1,52.21,15-Oct-24,BAGRI,
PES4PRN8766554,11-Aug-23,20229,2,7,15-Oct-24,BAGRI,
PES4PRN8790681,14-Aug-23,8229,1,2.383,15-Oct-24,BAGRI,
PES4PRN8812741,16-Aug-23,35229,1,11.045,15-Oct-24,BAGRI,
P5S4GOL8580182,25-Jul-23,647345,8,164.71,14-Oct-24,BAHADURGARH,"1ST FLOOR 603/18 ABOVE EASY DAY, SAINI MARKET MAIN DELHI ROHTAK ROAD BAHADURGARH 124507 HR"
P5S4GOL8612221,28-Jul-23,8099,1,2.12,14-Oct-24,BAHADURGARH,
P5S4GOL8639070,31-Jul-23,9599,1,3,14-Oct-24,BAHADURGARH,
P5S4GOL8710817,07-Aug-23,12499,1,3.4,14-Oct-24,BAHADURGARH,
P5S4GOL8748814,10-Aug-23,61096,1,17.6,14-Oct-24,BAHADURGARH,
P5S4GOL8812531,16-Aug-23,15799,1,4,14-Oct-24,BAHADURGARH,
PCR8GOL8688146,04-Aug-23,483279,1,119.4,16-Oct-24,Balachaur - Mainchowk,WARD NO-14 OPP BAVSCHOOL GARSHANKARROAD ROAD MAINCHOWK BALACHAUR 144521
PY63GOL8695990,05-Aug-23,174827,3,44.34,16-Oct-24,Balachaur - Mainchowk,
PY63GOL8778752,12-Aug-23,143785,2,35.99,16-Oct-24,Balachaur - Mainchowk,
